,Year,Title,Album,Artist,Release_Date,Duration,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_Signature
66,2016,Trouble,Tell Me I'm Pretty,Cage The Elephant,2015-12-18,225973,72,0.392,0.47,0.623,0.000439,0.0992,-5.655,0.0302,77.861,4
67,2016,Tuesday (feat. Danelle Sandoval),Tuesday (feat. Danelle Sandoval),Burak Yeter,2016-09-02,241874,71,0.0156,0.841,0.639,0.0654,0.0545,-6.052,0.0688,99.002,4
68,2016,Controlla,Views,Drake,2016-05-06,245226,71,0.0789,0.59,0.468,0.0,0.101,-11.083,0.185,92.287,4
69,2016,The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),Mike Perry,2016-04-15,183414,71,0.0225,0.632,0.575,1.81e-06,0.104,-6.478,0.029,90.037,4
70,2016,All My Friends (feat. Tinashe & Chance the Rapper),All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,2015-10-21,229746,71,0.12,0.681,0.521,8.41e-05,0.108,-5.849,0.141,94.997,4
71,2016,Into You,Dangerous Woman,Ariana Grande,2016-05-20,244453,70,0.0162,0.623,0.734,1.75e-06,0.145,-5.948,0.107,107.853,4
72,2016,Close,Last Year Was Complicated,Nick Jonas,2016-06-10,234213,69,0.253,0.654,0.623,0.0,0.144,-5.273,0.082,123.996,4
73,2016,Jumpman,What A Time To Be Alive,Drake,2015-09-20,205879,71,0.0559,0.852,0.553,0.0,0.332,-7.286,0.187,142.079,4
74,2016,You Don't Own Me (feat. G-Eazy),FMA,SAYGRACE,2016-07-01,201493,69,0.159,0.332,0.635,2.79e-06,0.0599,-5.653,0.0898,186.249,3
75,2016,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,2016-04-15,215413,69,0.0114,0.632,0.702,0.0,0.108,-5.92,0.148,162.958,4
76,2016,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],David Guetta,2016-05-13,207272,69,0.0022,0.367,0.915,5.81e-05,0.0905,-3.456,0.0488,110.169,4
77,2016,H.O.L.Y.,Dig Your Roots,Florida Georgia Line,2016-08-26,194186,69,0.401,0.523,0.666,0.0,0.0728,-4.081,0.0327,78.077,4
78,2016,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2016-01-29,217706,69,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,4
79,2016,The Greatest (feat. Kendrick Lamar),This Is Acting (Deluxe Version),Sia,2016-10-21,210226,68,0.0102,0.668,0.725,0.000479,0.0561,-6.127,0.266,191.944,4
80,2016,Tiimmy Turner,Tiimmy Turner,Desiigner,2016-07-22,239853,68,0.174,0.603,0.725,0.0,0.0786,-3.054,0.0393,122.803,4
81,2016,Dangerous Woman,Dangerous Woman,Ariana Grande,2016-05-20,235946,68,0.0529,0.664,0.602,0.0,0.356,-5.369,0.0412,134.049,3
82,2016,Cold Water,Cold Water,Major Lazer,2016-07-22,185360,68,0.0736,0.608,0.798,0.0,0.156,-5.092,0.0432,92.943,4
83,2016,2 Phones,Islah (Deluxe),Kevin Gates,2016-01-29,240000,68,0.157,0.895,0.681,0.0,0.189,-5.267,0.358,121.918,4
84,2016,DUELE EL CORAZON (feat. Wisin),DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,2016-04-18,199693,68,0.0858,0.716,0.908,0.0,0.135,-3.254,0.103,91.03,4
85,2016,All Time Low,The Human Condition,Jon Bellion,2016-06-10,217603,67,0.0584,0.617,0.567,0.0,0.0933,-4.188,0.0828,90.246,4
86,2016,Never Be Like You (feat. Kai),Skin,Flume,2016-05-27,234909,67,0.453,0.444,0.557,0.0,0.152,-5.476,0.0602,115.058,4
87,2016,LUV,I Told You,Tory Lanez,2016-08-19,228640,67,0.0108,0.539,0.528,0.0,0.117,-8.113,0.252,190.169,4
88,2016,No Money,No Money,Galantis,2016-04-01,189126,67,0.0282,0.671,0.916,0.00762,0.24,-4.014,0.0397,126.01,4
89,2016,Same Old Love,Revival (Deluxe),Selena Gomez,2015-10-09,229080,67,0.0223,0.672,0.593,0.0,0.214,-4.01,0.0304,98.02,4
90,2016,Alaska,Heard It In A Past Life,Maggie Rogers,2019-01-18,188000,66,0.411,0.847,0.386,0.00176,0.108,-10.668,0.0507,104.001,4
91,2016,Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,226160,68,0.0528,0.65,0.736,0.0,0.235,-5.84,0.229,159.173,4
92,2016,Hide Away,"Sit Still, Look Pretty",Daya,2016-10-07,191368,66,0.222,0.884,0.826,2.29e-06,0.0651,-3.672,0.0853,94.997,4
93,2016,Sorry,Lemonade,Beyoncé,2016-04-23,232560,66,0.00175,0.775,0.598,4.44e-06,0.253,-7.274,0.0535,129.988,4
94,2016,Hotter Than Hell,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,187957,66,0.011,0.532,0.868,0.0,0.0584,-4.23,0.0908,110.127,4
95,2016,One Call Away,Nine Track Mind,Charlie Puth,2016-01-29,194453,66,0.403,0.667,0.613,0.0,0.115,-5.353,0.0344,91.024,4
96,2016,Final Song,Final Song,MØ,2016-05-13,235826,66,0.014,0.695,0.672,7.95e-05,0.0756,-6.109,0.0345,104.988,4
97,2016,Here,Know-It-All (Deluxe),Alessia Cara,2016-03-11,199453,65,0.0783,0.376,0.822,0.0,0.0841,-3.974,0.104,120.493,4
98,2016,HandClap,Fitz and The Tantrums (Deluxe Edition),Fitz and The Tantrums,2017-07-24,193253,65,0.00609,0.636,0.836,0.000157,0.0828,-3.004,0.0427,139.956,4
99,2016,1955,"Drinking From The Sun, Walking Under Stars Restrung",Hilltop Hoods,2016-02-19,239280,65,0.719,0.766,0.5,5.91e-06,0.304,-7.558,0.0695,84.044,4
0,2017,Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,86,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,95.977,4
1,2017,Believer,Evolve,Imagine Dragons,2017-06-23,204346,88,0.0622,0.776,0.78,0.0,0.081,-4.374,0.128,124.949,4
2,2017,Despacito,VIDA,Luis Fonsi,2019-02-01,229360,80,0.198,0.655,0.797,0.0,0.067,-4.787,0.153,177.928,4
3,2017,Bad Things (with Camila Cabello),bloom,Machine Gun Kelly,2017-05-12,239293,72,0.214,0.697,0.691,0.0,0.185,-4.757,0.146,137.853,4
4,2017,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2016-10-21,251088,75,0.406,0.72,0.763,0.0,0.18,-4.068,0.0523,101.965,4
5,2017,Havana (feat. Young Thug),Camila,Camila Cabello,2018-01-12,217306,80,0.184,0.765,0.523,3.56e-05,0.132,-4.333,0.03,104.988,4
6,2017,Thunder,Evolve,Imagine Dragons,2017-06-23,187146,85,0.00671,0.605,0.822,0.134,0.147,-4.833,0.0438,167.997,4
7,2017,Don't Wanna Know (feat. Kendrick Lamar),Red Pill Blues (Deluxe),Maroon 5,2018-06-15,214265,61,0.343,0.783,0.61,0.0,0.0983,-6.124,0.0696,100.047,4
8,2017,Something Just Like This,Memories...Do Not Open,The Chainsmokers,2017-04-07,247160,85,0.0498,0.617,0.635,1.44e-05,0.164,-6.769,0.0317,103.019,4
9,2017,Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,263400,87,0.163,0.599,0.448,0.0,0.106,-6.312,0.0232,95.05,3
10,2017,There's Nothing Holdin' Me Back,Illuminate (Deluxe),Shawn Mendes,2017-04-20,199440,86,0.38,0.866,0.813,0.0,0.0779,-4.063,0.0554,121.998,4
11,2017,Say You Won't Let Go,Back from the Edge,James Arthur,2016-10-28,211466,85,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,85.043,4
12,2017,Bored,Bored,Billie Eilish,2017-03-30,180933,85,0.896,0.614,0.318,0.00239,0.0795,-12.695,0.0478,119.959,4
13,2017,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,84,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4
14,2017,Love On The Brain,ANTI (Deluxe),Rihanna,2016-01-28,224000,84,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,3
15,2017,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,243836,84,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,130.049,4
16,2017,HUMBLE.,DAMN.,Kendrick Lamar,2017-04-14,177000,84,0.000282,0.908,0.621,5.39e-05,0.0958,-6.638,0.102,150.011,4
17,2017,Sign of the Times,Harry Styles,Harry Styles,2017-05-12,340706,84,0.0275,0.516,0.595,0.0,0.109,-4.63,0.0313,119.972,4
18,2017,That's What I Like,24K Magic,Bruno Mars,2016-11-17,206693,84,0.013,0.853,0.56,0.0,0.0944,-4.961,0.0406,134.066,4
19,2017,Redbone,"""Awaken, My Love!""",Childish Gambino,2016-12-02,326933,83,0.174,0.745,0.353,0.00662,0.118,-10.614,0.0983,160.111,4
20,2017,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,182706,83,0.00264,0.732,0.75,0.0,0.109,-6.366,0.231,155.096,4
21,2017,No Lie,Mad Love The Prequel,Sean Paul,2018-06-29,221176,83,0.0466,0.742,0.882,0.0,0.206,-2.862,0.117,102.04,4
22,2017,Mask Off,FUTURE,Future,2017-06-30,204600,83,0.0102,0.833,0.434,0.0219,0.165,-8.795,0.431,150.062,4
23,2017,Passionfruit,More Life,Drake,2017-03-18,298940,83,0.256,0.809,0.463,0.085,0.109,-11.377,0.0396,111.98,4
24,2017,Little Dark Age,Little Dark Age,MGMT,2018-02-09,299960,83,0.0102,0.705,0.712,0.000855,0.1,-6.156,0.0385,97.512,4
25,2017,LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,213400,83,0.264,0.8,0.585,0.0,0.153,-7.343,0.0924,126.058,4
26,2017,Attention,Voicenotes,Charlie Puth,2018-05-11,208786,83,0.109,0.775,0.613,2.33e-05,0.134,-4.586,0.0542,100.066,4
27,2017,Hold On,Hold On,Chord Overstreet,2017-02-03,198853,82,0.469,0.618,0.443,0.0,0.0829,-9.681,0.0526,119.949,4
28,2017,Congratulations,Stoney (Deluxe),Post Malone,2016-12-09,220293,82,0.215,0.63,0.804,0.0,0.253,-4.183,0.0363,123.146,4
29,2017,Mercy,Illuminate (Deluxe),Shawn Mendes,2017-04-20,208733,81,0.125,0.555,0.662,0.0,0.111,-4.952,0.0827,148.128,4
30,2017,Unforgettable,Jungle Rules,French Montana,2017-07-14,233901,81,0.0293,0.726,0.769,0.0101,0.104,-5.043,0.123,97.985,4
31,2017,I Feel It Coming,Starboy,The Weeknd,2016-11-25,269186,81,0.428,0.773,0.819,0.0,0.0679,-5.946,0.118,92.987,4
32,2017,Whatever It Takes,Evolve,Imagine Dragons,2017-06-23,201240,81,0.0362,0.672,0.655,0.0,0.117,-5.021,0.0311,134.945,4
33,2017,New Rules,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,209320,81,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,4
34,2017,Happier,÷ (Deluxe),Ed Sheeran,2017-03-03,207520,80,0.536,0.522,0.385,0.0,0.135,-7.355,0.0288,89.792,4
35,2017,Young Dumb & Broke,American Teen,Khalid,2017-04-27,202546,80,0.199,0.799,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,4
36,2017,Human,Human (Deluxe),Rag'n'Bone Man,2017-02-10,200186,80,0.393,0.602,0.707,0.0,0.165,-4.097,0.302,75.087,4
37,2017,I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,247160,79,0.0586,0.731,0.445,1.96e-05,0.14,-8.418,0.0533,117.97,4
38,2017,More Than You Know,More Than You Know,Axwell /\ Ingrosso,2017-07-28,203000,79,0.0275,0.646,0.741,0.0,0.312,-4.973,0.034,123.077,4
39,2017,DNA.,DAMN.,Kendrick Lamar,2017-04-14,185946,79,0.00454,0.638,0.523,0.0,0.0842,-6.664,0.357,139.913,4
40,2017,I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,223346,79,0.0689,0.556,0.538,0.0,0.196,-5.408,0.0382,143.95,4
41,2017,24K Magic,24K Magic,Bruno Mars,2016-11-17,225983,79,0.034,0.818,0.803,0.0,0.153,-4.282,0.0797,106.97,4
42,2017,Drowning (feat. Kodak Black),The Bigger Artist,A Boogie Wit da Hoodie,2017-09-29,209269,79,0.501,0.839,0.81,0.0,0.117,-5.274,0.0568,129.014,4
43,2017,BUTTERFLY EFFECT,ASTROWORLD,Travis Scott,2018-08-03,190557,79,0.0531,0.763,0.628,0.0,0.114,-5.85,0.05,140.958,4
44,2017,Look What You Made Me Do,reputation,Taylor Swift,2017-11-10,211853,79,0.204,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,4
45,2017,Magnolia,Playboi Carti,Playboi Carti,2017-04-14,181812,79,0.0114,0.791,0.582,0.0,0.35,-7.323,0.286,162.991,4
46,2017,Galway Girl,÷ (Deluxe),Ed Sheeran,2017-03-03,170826,78,0.0735,0.624,0.876,0.0,0.327,-3.374,0.1,99.943,4
47,2017,Bank Account,Issa Album,21 Savage,2017-07-06,220306,78,0.015,0.884,0.347,7e-06,0.0871,-8.227,0.35,75.016,4
48,2017,Him & I (with Halsey),The Beautiful & Damned,G-Eazy,2017-12-15,268866,78,0.0534,0.589,0.731,0.0,0.308,-6.343,0.0868,87.908,4
49,2017,Without You (feat. Sandro Cavazza),AVĪCI (01),Avicii,2017-08-10,181672,78,0.00163,0.662,0.858,0.0,0.0456,-4.844,0.0428,133.993,4
50,2017,Love Galore (feat. Travis Scott),Ctrl,SZA,2017-06-09,275080,78,0.112,0.795,0.594,0.0,0.162,-6.2,0.0748,135.002,4
51,2017,Location,American Teen,Khalid,2017-04-27,219080,78,0.33,0.736,0.449,0.000162,0.0898,-11.462,0.425,80.126,4
52,2017,Scared to Be Lonely,Scared to Be Lonely,Martin Garrix,2017-01-27,220883,78,0.0895,0.584,0.54,0.0,0.261,-7.786,0.0576,137.972,4
53,2017,Castle on the Hill,÷ (Deluxe),Ed Sheeran,2017-03-03,261153,78,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,4
54,2017,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,Calvin Harris,2017-06-30,223413,77,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,101.018,4
55,2017,1-800-273-8255,Everybody,Logic,2017-05-05,250173,77,0.569,0.62,0.574,0.0,0.19,-7.788,0.0479,100.023,4
56,2017,Save That Shit,"Come Over When You're Sober, Pt. 1",Lil Peep,2017-08-15,231546,77,0.0262,0.534,0.583,0.0,0.421,-8.672,0.0288,106.0,4
57,2017,Chill Bill (feat. J. Davi$ & Spooks),Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,2016-06-17,177184,77,0.0312,0.886,0.427,0.00099,0.0906,-10.028,0.145,108.034,4
58,2017,Dusk Till Dawn (feat. Sia) - Radio Edit,Dusk Till Dawn (feat. Sia) [Radio Edit],ZAYN,2017-09-07,239000,77,0.102,0.259,0.437,1.32e-06,0.106,-6.589,0.0386,180.042,4
59,2017,Feel It Still,Woodstock,Portugal. The Man,2017-06-16,163253,77,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0.0504,79.028,4
60,2017,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017-09-08,174800,76,0.0337,0.664,0.708,0.0,0.0841,-4.154,0.0474,103.07,4
61,2017,Swang,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,208120,76,0.2,0.681,0.314,9.82e-06,0.1,-9.319,0.0581,139.992,4
62,2017,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,201000,76,0.64,0.681,0.372,0.0,0.169,-8.237,0.0432,91.873,4
63,2017,Losin Control,There's Really A Wolf,Russ,2017-05-05,237506,76,0.515,0.759,0.245,0.000154,0.102,-6.545,0.138,96.992,4
64,2017,Symphony (feat. Zara Larsson),What Is Love? (Deluxe Edition),Clean Bandit,2018-11-30,212733,76,0.239,0.715,0.605,1.41e-05,0.189,-5.128,0.0428,122.956,4
65,2017,Stay,Stay,Zedd,2017-02-23,210090,76,0.253,0.69,0.622,0.0,0.116,-5.025,0.0622,102.04,4
66,2017,...Ready For It?,reputation,Taylor Swift,2017-11-10,208186,76,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,4
67,2017,Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,291893,76,0.142,0.794,0.632,0.0,0.128,-6.163,0.0649,145.926,4
68,2017,Bad and Boujee (feat. Lil Uzi Vert),Culture,Migos,2017-01-27,343150,76,0.0611,0.926,0.666,0.0,0.123,-5.314,0.244,127.079,4
69,2017,Sorry Not Sorry,Tell Me You Love Me,Demi Lovato,2017-09-29,203760,75,0.0242,0.706,0.643,0.0,0.262,-6.929,0.234,143.931,4
70,2017,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-02-23,216408,75,0.075,0.696,0.817,0.0,0.187,-3.862,0.109,98.064,4
71,2017,Criminal,Criminal,Natti Natasha,2017-09-01,232549,75,0.03,0.814,0.813,9.33e-05,0.255,-3.023,0.0561,79.997,4
72,2017,Liability,Melodrama,Lorde,2017-06-16,171727,75,0.92,0.587,0.229,0.0,0.1,-11.254,0.128,75.67,4
73,2017,Slow Hands,Flicker (Deluxe),Niall Horan,2017-10-20,188174,75,0.011,0.735,0.425,0.0,0.055,-6.648,0.0464,85.896,4
74,2017,Issues,Nervous System,Julia Michaels,2017-07-28,176320,75,0.401,0.728,0.415,0.0,0.0616,-6.852,0.0639,114.145,4
75,2017,Paris,Memories...Do Not Open,The Chainsmokers,2017-04-07,221506,74,0.0215,0.653,0.658,1.66e-06,0.0939,-6.428,0.0304,99.99,4
76,2017,Malibu,Younger Now,Miley Cyrus,2017-09-29,231906,74,0.0767,0.573,0.781,2.64e-05,0.0813,-6.406,0.0555,139.934,4
77,2017,Plain Jane,Still Striving,A$AP Ferg,2017-08-18,173600,74,0.0651,0.797,0.844,0.0,0.087,-5.482,0.275,170.142,4
78,2017,Glorious (feat. Skylar Grey),GEMINI,Macklemore,2017-09-22,220454,74,0.0323,0.731,0.794,2.59e-05,0.112,-5.126,0.0522,139.994,4
79,2017,What About Us,Beautiful Trauma,P!nk,2017-10-13,269600,74,0.0281,0.491,0.588,2.01e-06,0.0906,-6.177,0.0506,113.608,4
80,2017,Fake Love,More Life,Drake,2017-03-18,210937,74,0.105,0.928,0.481,0.0,0.176,-9.35,0.287,134.007,4
81,2017,Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,2016-03-11,230226,74,0.0285,0.319,0.739,0.0,0.111,-5.74,0.272,194.169,4
82,2017,Caroline,Good For You,Aminé,2017-07-28,209640,73,0.17,0.94,0.335,0.0,0.262,-10.179,0.505,120.04,4
83,2017,Sky Walker (feat. Travis Scott),War & Leisure,Miguel,2017-12-01,259333,73,0.173,0.674,0.506,0.0,0.0866,-10.532,0.0434,145.965,4
84,2017,Mi Gente,Vibras,J Balvin,2018-05-25,185040,73,0.0168,0.548,0.704,2.25e-05,0.143,-4.838,0.0777,104.666,4
85,2017,do re mi,digital druglord,blackbear,2017-04-21,212027,73,0.00522,0.745,0.593,5.06e-06,0.123,-6.35,0.0524,111.001,3
86,2017,Green Light,Melodrama,Lorde,2017-06-16,234652,73,0.0209,0.594,0.721,8.55e-06,0.0879,-7.812,0.0957,128.942,4
87,2017,Tunnel Vision,Painting Pictures,Kodak Black,2017-03-31,268186,73,0.0576,0.497,0.489,9.91e-05,0.122,-7.724,0.294,171.853,4
88,2017,Bodak Yellow,Invasion of Privacy,Cardi B,2018-04-06,223712,72,0.0659,0.926,0.703,0.0,0.231,-6.337,0.103,125.022,4
89,2017,Lust For Life (with The Weeknd),Lust For Life,Lana Del Rey,2017-07-21,264066,72,0.604,0.504,0.655,0.00193,0.364,-8.644,0.0542,99.982,4
90,2017,ELEMENT.,DAMN.,Kendrick Lamar,2017-04-14,208733,72,0.204,0.748,0.705,0.0,0.246,-4.547,0.485,189.891,4
91,2017,Slide (feat. Frank Ocean & Migos),Slide (feat. Frank Ocean & Migos),Calvin Harris,2017-02-24,230813,72,0.498,0.736,0.795,1.21e-06,0.254,-3.299,0.0545,104.066,4
92,2017,All Night,Night & Day (Night Edition),The Vamps,2017-07-14,197640,71,0.0041,0.538,0.804,0.0,0.33,-5.194,0.0358,144.992,4
93,2017,iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),KYLE,2016-12-02,253106,71,0.378,0.746,0.653,0.0,0.229,-6.745,0.289,75.016,4
94,2017,Fetish (feat. Gucci Mane),Fetish (feat. Gucci Mane),Selena Gomez,2017-07-13,186112,71,0.0204,0.708,0.618,6.81e-06,0.062,-4.424,0.0592,123.013,4
95,2017,Most Girls,Most Girls,Hailee Steinfeld,2017-04-28,204400,71,0.0478,0.756,0.572,0.0,0.0853,-7.019,0.0763,102.986,4
96,2017,No Limit,The Beautiful & Damned,G-Eazy,2017-12-15,245386,71,0.0117,0.838,0.771,0.0,0.0853,-3.791,0.244,175.957,4
97,2017,Slippery (feat. Gucci Mane),Culture,Migos,2017-01-27,304041,71,0.307,0.92,0.675,0.0,0.104,-5.661,0.263,141.967,4
98,2017,Sit Next to Me,Sacred Hearts Club,Foster The People,2017-07-21,243146,70,0.117,0.638,0.738,0.000384,0.689,-4.976,0.0292,97.021,4
99,2017,Bounce Back,I Decided.,Big Sean,2017-02-03,222360,70,0.106,0.78,0.575,0.0,0.129,-5.628,0.139,81.502,4
0,2018,God's Plan,Scorpion,Drake,2018-06-29,198973,84,0.0332,0.754,0.449,8.29e-05,0.552,-9.211,0.109,77.169,4
1,2018,rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018-04-27,218146,84,0.124,0.585,0.52,7.01e-05,0.131,-6.136,0.0712,159.801,4
2,2018,Call Out My Name,"My Dear Melancholy,",The Weeknd,2018-03-30,228373,89,0.17,0.461,0.593,0.0,0.307,-4.954,0.0356,134.17,3
3,2018,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,89,0.934,0.351,0.296,0.0,0.095,-10.109,0.0333,115.284,4
4,2018,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris,2018-04-06,214846,88,0.037,0.791,0.862,2.19e-05,0.0814,-3.24,0.11,123.994,4
5,2018,Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,85,0.349,0.511,0.566,0.0,0.34,-7.23,0.2,83.903,4
6,2018,The Middle,The Middle,Zedd,2018-01-23,184732,80,0.171,0.753,0.657,0.0,0.112,-3.061,0.0449,107.01,4
7,2018,FRIENDS,FRIENDS,Marshmello,2018-02-09,202620,79,0.205,0.626,0.88,0.0,0.128,-2.384,0.0504,95.079,4
8,2018,I Like It,Invasion of Privacy,Cardi B,2018-04-06,253390,78,0.099,0.816,0.726,0.0,0.372,-3.998,0.129,136.048,4
9,2018,we fell in love in october,we fell in love in october / October Passed Me By,girl in red,2018-11-21,184153,86,0.113,0.566,0.366,0.181,0.155,-12.808,0.028,129.96,4
10,2018,no tears left to cry,Sweetener,Ariana Grande,2018-08-17,205920,78,0.04,0.699,0.713,3.11e-06,0.294,-5.507,0.0594,121.993,4
11,2018,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,Kendrick Lamar,2018-02-09,232186,84,0.0605,0.698,0.633,0.000194,0.0926,-4.946,0.0597,96.924,4
12,2018,Ric Flair Drip (with Metro Boomin),Without Warning,21 Savage,2017-10-30,172800,83,0.149,0.88,0.428,5.05e-05,0.114,-8.28,0.206,100.007,4
13,2018,SAD!,?,XXXTENTACION,2018-03-16,166605,83,0.258,0.74,0.613,0.00372,0.123,-4.88,0.145,75.023,4
14,2018,Happier,Happier,Marshmello,2018-08-17,214289,83,0.191,0.687,0.792,0.0,0.167,-2.749,0.0452,100.015,4
15,2018,Yes Indeed,Harder Than Ever,Lil Baby,2018-05-18,142273,83,0.0355,0.963,0.346,0.0,0.108,-9.309,0.53,119.957,4
16,2018,SICKO MODE,ASTROWORLD,Travis Scott,2018-08-03,312820,82,0.00513,0.834,0.73,0.0,0.124,-3.714,0.222,155.008,4
17,2018,2002,Speak Your Mind (Deluxe),Anne-Marie,2018-04-27,186986,82,0.0372,0.697,0.683,0.0,0.137,-2.881,0.117,96.133,4
18,2018,Natural,Origins (Deluxe),Imagine Dragons,2018-11-09,189466,82,0.217,0.704,0.611,0.0,0.0812,-6.112,0.0409,100.0,4
19,2018,LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,213400,83,0.264,0.8,0.585,0.0,0.153,-7.343,0.0924,126.058,4
20,2018,Moonlight,?,XXXTENTACION,2018-03-16,135090,83,0.556,0.921,0.537,0.00404,0.102,-5.723,0.0804,128.009,4
21,2018,Silence,Silence,Marshmello,2017-08-11,180822,81,0.256,0.52,0.761,4.96e-06,0.17,-3.093,0.0853,141.971,4
22,2018,Better Now,beerbongs & bentleys,Post Malone,2018-04-27,231266,81,0.331,0.68,0.578,0.0,0.135,-5.804,0.04,145.038,4
23,2018,I Like Me Better,I met you when I was 18. (the playlist),Lauv,2018-05-31,197436,81,0.534,0.753,0.505,2.58e-06,0.104,-7.621,0.255,91.972,4
24,2018,Let You Down,Perception,NF,2017-10-06,212120,80,0.312,0.662,0.714,0.0,0.179,-5.68,0.121,147.997,4
25,2018,Wolves,Wolves,Selena Gomez,2017-10-25,197993,80,0.124,0.724,0.804,0.0,0.204,-4.614,0.0448,124.987,4
26,2018,Be Alright,Be Alright,Dean Lewis,2018-06-29,196373,79,0.697,0.553,0.586,0.0,0.0813,-6.319,0.0362,126.684,4
27,2018,IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,217946,79,0.0403,0.836,0.544,0.0,0.0824,-5.975,0.0943,97.028,4
28,2018,God is a woman,Sweetener,Ariana Grande,2018-08-17,197546,79,0.0233,0.602,0.658,6e-05,0.237,-5.934,0.0558,145.031,4
29,2018,Delicate,reputation,Taylor Swift,2017-11-10,232253,79,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,4
30,2018,changes,?,XXXTENTACION,2018-03-16,121886,79,0.883,0.669,0.308,0.0,0.0984,-10.068,0.029,64.934,4
31,2018,Nonstop,Scorpion,Drake,2018-06-29,238614,79,0.0165,0.912,0.412,0.0126,0.104,-8.074,0.123,154.983,4
32,2018,In My Mind,In My Mind,Dynoro,2018-06-08,184560,78,0.176,0.694,0.77,1.1e-05,0.118,-5.335,0.149,125.905,4
33,2018,Him & I (with Halsey),The Beautiful & Damned,G-Eazy,2017-12-15,268866,78,0.0534,0.589,0.731,0.0,0.308,-6.343,0.0868,87.908,4
34,2018,Mo Bamba,MUDBOY,Sheck Wes,2018-10-05,183906,78,0.194,0.729,0.625,0.00986,0.248,-5.266,0.0315,146.034,4
35,2018,Te Boté - Remix,Te Boté (Remix),Nio Garcia,2018-04-13,417920,78,0.542,0.903,0.675,1.28e-05,0.0595,-3.445,0.214,96.507,4
36,2018,Stir Fry,Culture II,Migos,2018-01-26,190288,78,0.00263,0.817,0.816,0.0,0.159,-5.402,0.269,181.982,4
